time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,pressure_msl
2025-01-16T18:00,8.6,8.4,230.0,4.7,1.9,68.0,23.2,90,0.1,5.3,1012.6
2025-01-16T19:00,8.8,8.6,229.0,5.1,1.9,66.0,22.4,92,0.3,6.1,1013.3
2025-01-16T20:00,8.4,8.2,221.0,5.2,1.8,65.0,21.9,95,0.3,6.9,1014.3
2025-01-16T21:00,14.3,13.9,213.0,6.7,2.0,58.0,21.4,98,0.7,8.6,1015.2
2025-01-16T22:00,14.1,13.7,208.0,6.5,2.0,54.0,21.2,100,1.3,7.2,1015.5
2025-01-16T23:00,13.6,13.2,203.0,6.3,1.9,49.0,20.9,99,0.5,7.6,1015.6
2025-01-17T00:00,12.8,12.5,202.0,6.3,1.9,43.0,20.8,99,0.5,7.7,1015.2
2025-01-17T01:00,12.3,12.1,209.0,6.6,1.9,36.0,20.8,99,1.3,8.6,1014.6
2025-01-17T02:00,12.0,11.9,220.0,7.0,2.0,29.0,20.6,99,1.4,8.4,1014.4
2025-01-17T03:00,10.4,10.4,227.0,7.4,2.0,23.0,20.3,99,1.2,7.2,1014.2
2025-01-17T04:00,10.0,10.0,225.0,7.9,2.0,17.0,20.1,98,0.7,6.8,1014.1
2025-01-17T05:00,8.8,8.8,219.0,8.3,2.0,13.0,19.9,98,0.4,8.0,1014.5
2025-01-17T06:00,8.6,8.6,217.0,8.2,2.1,15.0,19.8,98,0.0,8.1,1015.0
2025-01-17T07:00,9.6,9.6,223.0,7.2,2.5,28.0,20.4,95,0.0,8.8,1015.7
2025-01-17T08:00,9.3,9.2,233.0,5.7,3.1,46.0,21.6,90,0.0,11.1,1015.7
2025-01-17T09:00,8.1,7.7,237.0,6.6,2.7,40.0,23.3,82,0.0,10.6,1015.7
2025-01-17T10:00,6.3,6.1,230.0,5.6,2.6,49.0,23.3,88,0.0,4.2,1016.3
2025-01-17T11:00,5.5,5.4,217.0,4.2,2.5,61.0,25.3,75,0.1,9.7,1015.6
2025-01-17T12:00,5.4,5.3,207.0,3.1,2.4,71.0,26.6,67,0.1,11.4,1015.0
2025-01-17T13:00,5.4,5.3,201.0,2.6,2.2,75.0,28.1,58,0.0,13.4,1014.3
2025-01-17T14:00,5.2,5.2,199.0,2.4,2.0,76.0,28.6,56,0.0,12.0,1013.8
2025-01-17T15:00,5.3,5.2,208.0,2.9,2.0,76.0,28.3,59,0.0,9.0,1013.4
2025-01-17T16:00,5.7,5.6,234.0,3.8,2.3,77.0,28.1,57,0.1,9.4,1012.9
2025-01-17T17:00,6.7,6.6,271.0,5.2,2.7,77.0,26.8,65,0.0,4.0,1012.4
2025-01-17T18:00,8.1,8.1,309.0,8.2,3.1,73.0,25.4,80,0.0,3.1,1013.0
2025-01-17T19:00,10.5,10.4,351.0,14.5,3.6,63.0,24.3,85,0.0,4.1,1013.6
2025-01-17T20:00,12.5,12.4,396.0,22.3,4.0,49.0,23.9,86,0.0,5.4,1014.5
2025-01-17T21:00,13.3,12.7,425.0,15.7,2.2,39.0,23.2,89,0.0,8.8,1015.1
2025-01-17T22:00,10.4,10.1,433.0,13.7,2.0,38.0,21.1,97,0.0,5.2,1016.3
2025-01-17T23:00,9.6,9.4,425.0,10.9,1.8,36.0,20.9,98,0.4,1.9,1016.2
2025-01-18T00:00,9.3,9.1,409.0,8.9,1.6,33.0,20.8,98,0.0,9.3,1016.5
2025-01-18T01:00,9.2,9.1,380.0,8.4,1.6,29.0,20.8,98,0.1,2.7,1015.6
2025-01-18T02:00,9.3,9.2,342.0,8.7,1.6,24.0,20.3,99,0.0,4.3,1015.0
2025-01-18T03:00,9.6,9.5,310.0,9.0,1.7,20.0,20.1,98,0.1,4.5,1014.8
2025-01-18T04:00,9.9,9.9,292.0,9.4,1.8,16.0,20.1,97,0.0,5.0,1014.6
2025-01-18T05:00,10.2,10.2,281.0,9.8,1.9,13.0,20.0,96,0.7,3.1,1014.7
2025-01-18T06:00,10.7,10.7,272.0,9.9,2.1,15.0,20.3,93,0.3,6.0,1015.0
2025-01-18T07:00,11.6,11.5,266.0,9.4,2.5,24.0,20.8,94,0.0,7.8,1015.7
2025-01-18T08:00,12.6,12.6,261.0,8.6,2.9,38.0,22.7,88,0.0,8.5,1015.7
2025-01-18T09:00,10.8,10.8,253.0,7.1,3.3,57.0,24.5,81,0.0,9.0,1015.9
2025-01-18T10:00,8.1,8.1,235.0,5.6,2.9,65.0,28.4,59,0.1,18.1,1014.9
2025-01-18T11:00,5.2,5.2,213.0,3.6,2.3,77.0,29.7,53,0.0,17.2,1014.5
2025-01-18T12:00,3.8,3.7,197.0,2.1,1.8,86.0,30.8,47,0.0,16.6,1013.7
2025-01-18T13:00,3.1,3.0,190.0,1.5,1.5,90.0,31.0,47,0.0,15.0,1013.1
2025-01-18T14:00,3.1,3.0,189.0,1.4,1.3,92.0,30.9,47,0.0,13.1,1012.6
2025-01-18T15:00,3.4,3.3,199.0,2.0,1.3,93.0,30.7,48,0.0,11.1,1011.9
2025-01-18T16:00,4.4,4.3,226.0,3.4,1.6,96.0,29.8,51,0.0,10.2,1011.4
2025-01-18T17:00,7.0,6.9,264.0,5.5,2.1,98.0,29.3,52,0.0,8.8,1011.3
2025-01-18T18:00,8.3,8.2,296.0,8.0,2.5,95.0,28.3,60,0.0,5.9,1011.3
2025-01-18T19:00,10.1,10.0,313.0,11.0,2.7,83.0,26.7,67,0.0,5.7,1011.6
2025-01-18T20:00,12.0,11.9,325.0,14.3,2.8,66.0,25.7,71,0.0,5.6,1012.2
2025-01-18T21:00,13.3,13.2,347.0,18.4,2.7,49.0,24.4,79,0.0,2.8,1013.3
2025-01-18T22:00,11.8,11.8,396.0,17.3,2.4,45.0,23.4,90,0.0,2.3,1014.5
2025-01-18T23:00,11.1,11.1,455.0,15.9,2.0,38.0,22.8,94,0.0,1.1,1014.3
2025-01-19T00:00,11.2,11.1,491.0,14.9,1.7,32.0,22.3,94,0.0,3.2,1013.8
2025-01-19T01:00,11.3,11.2,484.0,14.7,1.6,26.0,22.0,93,0.0,3.9,1013.4
2025-01-19T02:00,11.4,11.3,455.0,15.0,1.7,20.0,21.6,93,0.0,1.0,1012.9
2025-01-19T03:00,11.9,11.8,430.0,15.5,1.8,16.0,21.5,92,0.0,3.7,1012.5
2025-01-19T04:00,12.7,12.6,423.0,17.0,1.9,12.0,21.5,91,0.0,4.6,1012.3
2025-01-19T05:00,13.8,13.7,422.0,18.8,2.1,10.0,21.2,92,0.0,4.9,1012.4
2025-01-19T06:00,16.1,15.9,411.0,18.7,2.7,19.0,20.9,94,0.0,4.7,1013.1
2025-01-19T07:00,16.7,16.6,385.0,15.0,4.0,47.0,22.7,90,0.0,4.5,1013.6
2025-01-19T08:00,15.0,14.8,349.0,9.3,5.7,85.0,25.0,80,0.0,4.5,1013.7
2025-01-19T09:00,9.6,9.5,314.0,5.5,6.9,121.0,27.3,68,0.0,4.9,1013.7
2025-01-19T10:00,10.0,10.0,276.0,4.6,6.0,129.0,29.6,56,0.0,10.4,1013.2
2025-01-19T11:00,9.7,9.7,237.0,3.4,4.7,140.0,30.5,51,0.0,12.6,1012.4
2025-01-19T12:00,8.3,8.2,214.0,2.5,3.7,149.0,30.3,50,0.2,10.6,1012.3
2025-01-19T13:00,8.6,8.5,217.0,2.1,3.3,156.0,31.3,49,0.1,10.6,1011.2
2025-01-19T14:00,10.2,10.1,236.0,2.1,3.2,162.0,31.6,48,0.0,11.5,1010.5
2025-01-19T15:00,10.9,10.8,257.0,2.5,3.2,164.0,28.4,56,0.3,8.4,1011.5
2025-01-19T16:00,11.9,11.8,276.0,3.2,3.3,162.0,28.4,58,0.0,4.8,1010.3
2025-01-19T17:00,12.4,12.3,298.0,4.4,3.6,156.0,28.3,62,0.0,7.2,1010.1
2025-01-19T18:00,13.0,13.0,323.0,6.2,3.7,143.0,26.1,71,1.6,4.3,1010.7
2025-01-19T19:00,14.5,14.4,356.0,9.2,3.7,117.0,24.2,81,0.2,6.5,1011.2
2025-01-19T20:00,15.5,15.4,393.0,12.9,3.5,84.0,23.5,87,0.0,6.4,1011.6
2025-01-19T21:00,18.5,18.3,422.0,17.3,3.6,59.0,22.7,90,0.0,7.4,1012.7
2025-01-19T22:00,16.3,16.2,439.0,16.2,3.5,56.0,22.2,94,0.0,5.7,1013.0
2025-01-19T23:00,14.5,14.5,447.0,14.7,3.3,52.0,22.1,95,0.0,3.0,1013.3
2025-01-20T00:00,14.0,13.9,448.0,13.1,3.1,50.0,22.2,94,0.0,4.5,1012.9
2025-01-20T01:00,13.0,13.0,443.0,11.5,3.0,51.0,21.9,96,0.0,4.9,1012.3
2025-01-20T02:00,11.6,11.5,430.0,9.8,3.0,54.0,21.6,96,0.0,4.5,1011.6
2025-01-20T03:00,10.5,10.5,407.0,8.6,3.0,56.0,21.3,95,0.0,3.5,1011.2
2025-01-20T04:00,10.0,10.0,367.0,8.5,3.0,52.0,21.1,94,0.0,4.4,1011.5
2025-01-20T05:00,9.7,9.7,316.0,8.8,3.1,47.0,21.1,92,0.0,5.1,1011.6
2025-01-20T06:00,9.6,9.6,277.0,8.7,3.2,50.0,21.4,88,0.0,6.5,1012.0
2025-01-20T07:00,9.6,9.5,259.0,7.4,3.6,69.0,22.5,82,0.0,7.1,1012.5
2025-01-20T08:00,8.8,8.8,252.0,5.6,4.1,96.0,24.6,73,0.0,8.7,1012.8
2025-01-20T09:00,5.8,5.8,244.0,4.2,4.3,116.0,26.6,67,0.0,12.5,1012.5
2025-01-20T10:00,6.1,6.0,231.0,3.5,3.8,119.0,28.6,58,0.0,15.5,1012.4
2025-01-20T11:00,5.9,5.9,217.0,2.5,3.0,124.0,29.8,52,0.0,16.3,1011.6
2025-01-20T12:00,5.7,5.6,207.0,1.8,2.4,127.0,30.5,48,0.0,16.9,1011.0
2025-01-20T13:00,5.3,5.3,201.0,1.5,2.1,128.0,30.7,47,0.0,16.8,1010.1
2025-01-20T14:00,5.1,5.1,198.0,1.5,2.0,128.0,30.9,48,0.0,16.5,1009.4
2025-01-20T15:00,5.0,5.0,199.0,1.9,2.0,126.0,31.0,48,0.0,16.5,1008.6
2025-01-20T16:00,5.2,5.2,200.0,2.7,2.1,124.0,30.7,49,0.0,15.5,1007.8
2025-01-20T17:00,5.6,5.6,205.0,4.0,2.3,120.0,30.1,52,0.0,14.1,1007.6
2025-01-20T18:00,6.5,6.4,229.0,6.0,2.7,113.0,28.8,57,0.0,11.3,1008.0
2025-01-20T19:00,7.7,7.7,294.0,9.4,3.5,101.0,27.0,65,0.0,9.2,1008.6
2025-01-20T20:00,9.1,9.1,377.0,13.6,4.5,87.0,26.2,69,0.0,8.5,1009.4
2025-01-20T21:00,8.5,8.3,426.0,16.1,4.6,68.0,25.4,72,0.0,7.1,1010.1
2025-01-20T22:00,9.8,9.5,409.0,17.2,4.5,58.0,25.3,67,0.0,9.2,1010.8
2025-01-20T23:00,10.4,10.0,358.0,18.5,4.4,44.0,24.7,70,0.0,7.8,1011.0
2025-01-21T00:00,10.3,10.0,317.0,19.1,4.3,34.0,24.0,73,0.0,7.3,1011.1
2025-01-21T01:00,9.9,9.5,306.0,18.1,4.2,31.0,23.7,75,0.0,8.6,1010.9
2025-01-21T02:00,9.6,9.2,306.0,16.2,4.2,32.0,23.4,77,0.0,8.5,1010.6
2025-01-21T03:00,9.5,9.2,303.0,14.6,4.1,32.0,22.9,79,0.0,8.8,1010.8
2025-01-21T04:00,9.7,9.3,290.0,14.0,3.9,28.0,22.6,80,0.0,8.4,1010.9
2025-01-21T05:00,10.0,9.6,273.0,13.8,3.7,24.0,22.4,80,0.0,9.3,1011.3
2025-01-21T06:00,10.6,10.2,259.0,12.9,3.7,28.0,22.3,79,0.0,10.0,1012.1
2025-01-21T07:00,11.7,11.2,251.0,10.8,4.1,49.0,23.6,75,0.0,8.8,1012.8
2025-01-21T08:00,12.7,12.2,246.0,8.2,4.8,78.0,25.7,67,0.0,9.4,1013.2
2025-01-21T09:00,9.4,9.2,238.0,5.3,5.1,113.0,27.6,60,0.0,13.9,1012.9
2025-01-21T10:00,8.6,8.6,224.0,4.3,4.3,118.0,29.1,50,0.1,18.8,1013.5
2025-01-21T11:00,7.8,7.7,208.0,3.0,3.2,125.0,29.9,46,0.0,17.1,1013.1
2025-01-21T12:00,6.9,6.9,197.0,2.0,2.4,131.0,31.1,43,0.0,17.8,1012.4
2025-01-21T13:00,6.3,6.3,194.0,1.6,2.1,134.0,31.5,41,0.0,18.4,1011.9
2025-01-21T14:00,6.2,6.2,195.0,1.6,2.1,136.0,31.7,42,0.0,16.1,1011.6
2025-01-21T15:00,6.1,6.0,202.0,2.1,2.2,135.0,31.8,41,0.0,14.4,1011.1
2025-01-21T16:00,6.0,6.0,213.0,3.4,2.4,133.0,30.8,42,0.0,12.4,1011.4
2025-01-21T17:00,7.5,7.5,230.0,5.3,2.8,128.0,30.0,44,0.0,13.5,1011.5
2025-01-21T18:00,10.0,9.9,254.0,7.4,3.0,120.0,28.8,50,0.0,9.4,1011.7
2025-01-21T19:00,12.0,11.9,288.0,10.2,3.1,105.0,27.4,57,0.0,5.7,1012.0
2025-01-21T20:00,13.5,13.5,330.0,13.3,3.0,87.0,26.1,68,0.0,3.5,1012.4
2025-01-21T21:00,11.0,11.0,379.0,13.6,2.7,72.0,25.8,69,0.0,1.5,1013.1
2025-01-21T22:00,10.3,10.3,444.0,12.8,2.5,64.0,23.9,81,0.0,2.1,1014.9
2025-01-21T23:00,9.8,9.8,516.0,11.7,2.2,52.0,23.4,84,0.0,1.9,1015.2
2025-01-22T00:00,9.4,9.4,567.0,11.1,2.0,42.0,23.0,84,0.0,1.7,1014.9
2025-01-22T01:00,9.2,9.2,584.0,11.2,2.0,35.0,23.0,82,0.0,0.6,1014.6
2025-01-22T02:00,9.3,9.3,581.0,11.8,2.0,29.0,22.3,85,0.0,1.8,1014.2
2025-01-22T03:00,9.6,9.6,570.0,12.6,2.1,25.0,21.9,87,0.0,1.2,1014.1
2025-01-22T04:00,10.5,10.5,559.0,14.1,2.0,19.0,21.5,88,0.0,0.9,1014.4
2025-01-22T05:00,12.0,12.0,541.0,15.7,2.0,14.0,21.4,88,0.0,0.2,1014.6
2025-01-22T06:00,13.7,13.7,510.0,15.9,2.5,22.0,21.1,91,0.0,1.3,1015.3
2025-01-22T07:00,15.1,15.1,456.0,13.3,4.3,52.0,23.0,81,0.0,3.3,1016.3
2025-01-22T08:00,12.8,12.8,389.0,9.3,6.7,95.0,25.8,69,0.0,3.3,1016.6
2025-01-22T09:00,8.4,8.4,331.0,7.8,9.6,133.0,28.3,58,0.0,3.9,1016.4
2025-01-22T10:00,7.7,7.7,289.0,6.2,8.8,148.0,30.0,47,0.0,5.5,1016.5
2025-01-22T11:00,8.6,8.5,257.0,4.1,7.6,168.0,31.5,40,0.0,6.7,1015.9
2025-01-22T12:00,9.5,9.5,238.0,2.5,6.5,181.0,32.8,37,0.1,9.5,1015.2
2025-01-22T13:00,10.2,10.2,241.0,2.0,5.5,181.0,32.3,39,0.1,2.3,1014.9
2025-01-22T14:00,12.7,12.7,258.0,2.0,4.6,174.0,28.9,57,1.9,12.0,1015.1
2025-01-22T15:00,13.8,13.8,270.0,2.3,3.9,164.0,26.9,61,0.3,9.2,1015.2
2025-01-22T16:00,12.9,12.8,263.0,2.5,3.4,152.0,27.2,63,0.4,6.9,1015.2
2025-01-22T17:00,12.4,12.4,251.0,2.9,3.2,137.0,26.4,69,0.1,4.7,1015.1
2025-01-22T18:00,12.5,12.5,257.0,4.4,3.0,120.0,25.8,76,0.0,4.1,1015.5
2025-01-22T19:00,14.0,14.0,304.0,7.9,2.9,99.0,24.6,85,0.0,5.2,1015.8
2025-01-22T20:00,15.5,15.5,370.0,12.6,2.9,76.0,23.8,90,0.0,4.2,1016.5
2025-01-22T21:00,16.9,16.9,411.0,14.8,3.7,85.0,23.3,91,0.0,2.7,1016.5
2025-01-22T22:00,20.6,20.6,401.0,18.3,4.0,79.0,21.2,96,1.3,7.5,1019.5
2025-01-22T23:00,23.9,23.9,367.0,23.0,4.4,71.0,21.4,98,0.5,2.3,1018.5
2025-01-23T00:00,26.6,26.6,338.0,25.9,4.3,63.0,21.1,98,0.3,3.3,1018.2
2025-01-23T01:00,32.7,32.7,330.0,25.5,3.4,55.0,20.9,98,0.0,4.0,1017.4
2025-01-23T02:00,34.6,34.6,328.0,23.4,2.0,48.0,20.4,100,0.0,1.2,1016.5
2025-01-23T03:00,33.8,33.8,322.0,21.3,1.1,42.0,20.5,98,0.0,3.1,1015.7
2025-01-23T04:00,34.1,34.1,307.0,20.0,0.9,36.0,20.6,98,0.0,3.5,1015.6
2025-01-23T05:00,35.9,35.9,288.0,18.7,1.1,33.0,20.5,97,0.0,4.5,1015.7
2025-01-23T06:00,34.8,34.7,273.0,16.5,1.5,39.0,20.6,96,0.0,2.4,1016.3
2025-01-23T07:00,29.2,29.2,269.0,12.6,2.2,63.0,21.4,94,0.0,3.1,1016.9
2025-01-23T08:00,21.8,21.7,269.0,7.9,3.1,97.0,22.7,89,0.0,1.1,1017.3
2025-01-23T09:00,13.6,13.5,265.0,5.6,8.5,145.0,24.6,79,0.0,2.3,1017.4
2025-01-23T10:00,13.8,13.7,250.0,4.5,7.5,157.0,26.7,60,0.0,1.1,1018.0
2025-01-23T11:00,14.5,14.4,231.0,3.1,6.1,174.0,28.6,50,0.0,4.6,1017.3
2025-01-23T12:00,14.6,14.4,223.0,2.0,4.9,184.0,29.5,45,0.0,7.4,1016.7
2025-01-23T13:00,14.6,14.5,236.0,1.7,4.2,183.0,31.6,38,0.0,9.1,1015.6
2025-01-23T14:00,14.5,14.3,260.0,1.9,3.8,175.0,32.4,36,0.0,6.9,1014.4
2025-01-23T15:00,13.4,13.2,278.0,2.1,3.3,164.0,26.6,69,0.9,14.3,1016.0
2025-01-23T16:00,13.0,12.7,279.0,2.0,2.7,151.0,26.5,69,1.1,14.1,1015.5
2025-01-23T17:00,11.4,11.1,275.0,2.1,2.2,136.0,25.2,79,0.1,6.7,1015.3
2025-01-23T18:00,9.8,9.6,282.0,2.8,1.8,120.0,24.8,79,0.3,5.0,1015.3
2025-01-23T19:00,9.5,9.3,314.0,4.8,1.8,102.0,23.6,86,0.0,7.4,1015.8
2025-01-23T20:00,10.2,10.0,356.0,7.6,1.9,83.0,22.9,90,0.0,5.8,1016.6
2025-01-23T21:00,11.8,11.6,385.0,10.9,2.1,67.0,22.4,93,0.0,5.9,1017.0
2025-01-23T22:00,13.2,13.0,387.0,12.1,2.2,63.0,21.9,90,0.0,6.5,1017.7
2025-01-23T23:00,14.5,14.3,375.0,13.8,2.4,58.0,21.9,90,0.0,3.4,1017.8
2025-01-24T00:00,15.5,15.4,365.0,15.4,2.3,53.0,21.7,91,0.0,2.9,1017.3
2025-01-24T01:00,19.2,19.1,363.0,16.8,1.8,48.0,21.0,94,0.0,1.7,1016.8
2025-01-24T02:00,23.1,23.0,363.0,18.0,1.0,42.0,20.8,94,0.0,0.2,1016.3
2025-01-24T03:00,25.3,25.3,358.0,18.7,0.5,37.0,20.7,94,0.0,0.7,1016.1
2025-01-24T04:00,25.8,25.7,343.0,19.0,0.3,27.0,20.3,96,0.0,1.7,1016.0
2025-01-24T05:00,26.1,26.1,322.0,18.8,0.2,18.0,20.2,96,0.0,3.1,1015.7
2025-01-24T06:00,27.5,27.5,307.0,17.2,0.5,21.0,19.9,96,0.0,4.4,1016.1
2025-01-24T07:00,22.8,22.8,305.0,13.1,1.5,49.0,20.6,96,0.0,4.9,1016.8
2025-01-24T08:00,15.2,15.2,307.0,7.6,2.8,90.0,22.5,86,0.0,5.2,1017.1
2025-01-24T09:00,9.3,9.2,303.0,5.4,7.6,133.0,25.0,73,0.0,4.0,1016.8
2025-01-24T10:00,8.2,8.1,283.0,4.2,6.3,135.0,27.1,62,0.0,4.5,1016.8
2025-01-24T11:00,7.6,7.5,256.0,2.6,4.5,137.0,28.7,55,0.0,4.0,1016.0
2025-01-24T12:00,6.9,6.8,236.0,1.4,3.1,136.0,30.3,49,0.0,4.9,1015.2
2025-01-24T13:00,6.3,6.1,231.0,1.0,2.4,131.0,31.1,46,0.0,1.7,1014.3
2025-01-24T14:00,6.0,5.8,233.0,1.2,2.0,123.0,25.8,76,2.1,10.4,1014.9
2025-01-24T15:00,5.9,5.6,237.0,1.5,1.7,115.0,27.0,65,0.8,10.5,1014.1
2025-01-24T16:00,6.5,6.1,240.0,2.0,1.6,107.0,25.9,73,0.6,9.5,1014.2
2025-01-24T17:00,6.1,5.7,244.0,2.8,1.6,99.0,24.5,83,3.9,4.6,1014.5
2025-01-24T18:00,6.0,5.7,253.0,3.8,1.6,90.0,21.4,93,6.1,0.9,1015.1
2025-01-24T19:00,6.3,6.0,270.0,5.0,1.5,78.0,21.2,96,0.2,4.5,1015.2
2025-01-24T20:00,6.7,6.4,292.0,6.5,1.4,64.0,21.0,98,0.1,0.3,1015.6
2025-01-24T21:00,10.8,10.3,307.0,10.2,1.8,50.0,21.2,97,0.0,3.6,1016.0
2025-01-24T22:00,11.4,11.0,311.0,10.2,1.8,46.0,20.9,98,0.0,4.6,1016.5
2025-01-24T23:00,11.1,10.9,307.0,10.2,1.7,41.0,20.6,98,0.0,4.2,1016.6
2025-01-25T00:00,8.0,7.8,301.0,10.2,1.6,36.0,20.2,98,0.0,3.2,1016.2
2025-01-25T01:00,8.3,8.1,291.0,10.2,1.4,30.0,19.7,99,0.0,0.8,1015.7
2025-01-25T02:00,8.8,8.7,277.0,10.3,1.3,24.0,19.7,99,0.0,0.9,1015.5
2025-01-25T03:00,9.7,9.7,265.0,10.6,1.2,19.0,19.5,99,0.0,1.9,1015.1
2025-01-25T04:00,10.9,10.9,255.0,11.5,1.3,13.0,19.8,99,0.0,4.5,1014.7
2025-01-25T05:00,12.3,12.3,247.0,12.6,1.5,9.0,19.8,99,0.0,4.8,1014.9
2025-01-25T06:00,14.6,14.6,245.0,12.6,2.0,15.0,20.0,98,0.0,5.9,1015.4
2025-01-25T07:00,16.0,16.0,259.0,10.3,2.9,42.0,20.5,97,0.0,7.2,1016.0
2025-01-25T08:00,16.4,16.4,280.0,6.9,4.0,79.0,22.2,88,0.0,6.9,1016.2
2025-01-25T09:00,12.4,12.4,286.0,4.7,5.1,113.0,24.5,78,0.0,7.5,1015.8
2025-01-25T10:00,10.9,10.8,259.0,3.9,4.7,125.0,27.5,66,0.0,9.3,1015.4
2025-01-25T11:00,10.4,10.4,216.0,2.7,4.2,141.0,29.8,54,0.0,10.2,1014.7
2025-01-25T12:00,10.1,10.1,189.0,2.0,3.7,151.0,31.0,48,0.0,10.5,1013.8
2025-01-25T13:00,10.0,10.0,194.0,1.9,3.3,150.0,31.7,46,0.0,10.8,1012.8
2025-01-25T14:00,9.7,9.5,213.0,2.1,3.0,144.0,31.8,45,0.0,7.7,1011.8
2025-01-25T15:00,9.8,9.7,228.0,2.7,2.8,136.0,28.8,57,1.3,13.8,1012.0
2025-01-25T16:00,10.1,10.0,223.0,3.6,2.6,128.0,26.2,73,3.6,5.5,1012.2
2025-01-25T17:00,11.2,11.1,212.0,4.9,2.5,118.0,26.3,72,0.0,7.1,1012.2
2025-01-25T18:00,10.8,10.7,221.0,6.3,2.5,107.0,25.9,74,0.0,5.0,1012.3
2025-01-25T19:00,9.9,9.9,268.0,7.8,2.5,92.0,22.2,96,6.5,5.6,1014.3
2025-01-25T20:00,9.7,9.7,334.0,9.4,2.5,76.0,22.2,96,0.3,8.4,1014.6
2025-01-25T21:00,10.0,10.0,388.0,13.6,3.0,54.0,22.3,95,0.3,5.8,1014.8
2025-01-25T22:00,10.8,10.8,420.0,13.9,3.0,51.0,22.4,96,0.0,5.4,1015.4
2025-01-25T23:00,9.8,9.8,440.0,14.2,3.0,47.0,21.6,95,1.6,0.6,1016.0
2025-01-26T00:00,9.7,9.7,445.0,14.0,3.0,44.0,21.7,99,0.2,4.7,1015.4
2025-01-26T01:00,6.4,6.4,428.0,12.7,2.9,41.0,21.3,98,0.1,4.7,1014.4
2025-01-26T02:00,6.1,6.1,395.0,10.9,2.9,39.0,20.9,99,0.0,3.7,1013.4
2025-01-26T03:00,6.0,6.0,367.0,9.6,2.8,37.0,20.7,98,0.0,4.7,1013.0
2025-01-26T04:00,6.0,6.0,351.0,9.5,2.7,32.0,20.3,99,0.0,3.3,1012.9
2025-01-26T05:00,6.4,6.4,339.0,9.9,2.6,27.0,20.2,99,0.0,2.3,1013.2
2025-01-26T06:00,6.8,6.8,326.0,9.9,2.9,29.0,20.6,98,0.0,4.4,1013.6
2025-01-26T07:00,7.9,7.9,311.0,9.2,3.9,45.0,21.4,96,0.1,4.6,1014.4
2025-01-26T08:00,9.4,9.4,296.0,8.1,5.2,68.0,22.4,91,0.0,2.4,1014.8
2025-01-26T09:00,11.9,11.9,280.0,8.8,5.3,68.0,24.9,80,0.0,5.4,1014.9
2025-01-26T10:00,13.2,13.2,261.0,7.1,5.6,99.0,26.4,72,0.0,6.6,1014.9
2025-01-26T11:00,14.4,14.3,242.0,4.8,5.9,140.0,28.2,63,0.0,8.4,1014.5
2025-01-26T12:00,15.3,15.1,230.0,3.1,5.7,166.0,30.0,56,0.0,10.4,1013.5
2025-01-26T13:00,17.3,17.1,228.0,2.6,4.6,163.0,29.1,55,0.0,6.9,1012.6
2025-01-26T14:00,16.9,16.6,233.0,2.7,3.1,144.0,22.7,89,7.9,13.8,1014.2
2025-01-26T15:00,14.2,13.7,241.0,3.1,2.0,125.0,23.3,86,0.4,11.6,1013.6
2025-01-26T16:00,12.6,12.1,246.0,3.8,1.7,111.0,24.1,84,0.3,8.0,1013.2
2025-01-26T17:00,10.6,9.8,253.0,4.7,1.7,97.0,22.7,87,4.0,5.9,1013.9
2025-01-26T18:00,8.5,7.9,274.0,5.8,1.8,85.0,21.7,99,1.4,0.0,1013.8
2025-01-26T19:00,9.0,8.4,320.0,7.1,1.8,74.0,21.4,98,1.2,1.1,1013.8
2025-01-26T20:00,9.3,8.7,380.0,8.5,1.9,64.0,21.4,98,0.4,1.7,1014.5
2025-01-26T21:00,6.7,6.0,426.0,10.2,1.7,51.0,21.1,97,1.0,5.0,1015.1
2025-01-26T22:00,6.3,5.6,450.0,10.5,1.6,47.0,20.9,97,0.1,1.7,1015.8
2025-01-26T23:00,6.5,5.9,461.0,11.0,1.6,42.0,20.6,97,0.0,1.7,1016.0
2025-01-27T00:00,6.5,5.9,455.0,11.4,1.6,37.0,20.5,98,0.0,2.1,1015.7
2025-01-27T01:00,6.2,5.5,421.0,11.7,1.8,34.0,20.2,98,0.0,3.4,1014.9
2025-01-27T02:00,7.0,6.2,371.0,11.8,2.0,32.0,20.1,99,0.0,6.1,1014.6
2025-01-27T03:00,8.8,7.9,338.0,11.9,2.2,31.0,19.9,99,0.0,5.7,1014.2
2025-01-27T04:00,11.2,10.4,344.0,12.0,2.2,29.0,19.6,99,0.0,3.9,1013.7
2025-01-27T05:00,11.1,10.2,368.0,12.0,2.2,27.0,19.5,99,0.0,5.5,1013.8
2025-01-27T06:00,10.0,9.1,378.0,11.4,2.2,30.0,19.5,99,0.0,4.8,1014.3
2025-01-27T07:00,11.5,10.1,356.0,9.8,2.5,42.0,20.4,94,0.0,7.3,1014.8
2025-01-27T08:00,11.5,10.1,321.0,7.6,2.8,58.0,22.0,84,0.0,4.2,1015.1
2025-01-27T09:00,9.8,8.5,293.0,6.6,3.4,70.0,23.7,75,0.0,1.3,1015.1
2025-01-27T10:00,9.3,7.7,284.0,5.4,2.8,83.0,24.4,76,0.2,2.7,1015.1
