time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,pressure_msl
2025-01-27T11:00,9.2,7.7,282.0,3.7,1.9,99.0,26.3,66,0.1,2.1,1014.4
2025-01-27T12:00,7.8,7.1,274.0,2.5,1.3,109.0,22.6,92,8.9,3.5,1014.9
2025-01-27T13:00,7.7,7.0,251.0,2.2,1.2,105.0,23.0,88,2.9,7.7,1014.5
2025-01-27T14:00,8.6,7.4,222.0,2.4,1.4,94.0,23.3,83,1.0,10.0,1014.1
2025-01-27T15:00,7.3,6.2,205.0,2.7,1.5,83.0,23.8,86,0.8,6.9,1013.5
2025-01-27T16:00,6.1,5.1,207.0,2.9,1.5,74.0,23.8,80,0.7,8.2,1012.9
2025-01-27T17:00,5.7,4.7,220.0,3.3,1.4,66.0,22.1,89,1.8,3.4,1012.9
2025-01-27T18:00,5.6,4.6,236.0,4.5,1.4,57.0,21.9,92,0.4,3.3,1012.9
2025-01-27T19:00,5.9,4.9,256.0,7.1,1.6,49.0,21.1,94,0.1,5.0,1013.8
2025-01-27T20:00,7.5,6.4,279.0,10.6,1.9,41.0,21.0,95,0.0,5.8,1014.4
2025-01-27T21:00,8.4,7.2,293.0,10.6,2.0,39.0,20.6,96,0.0,4.2,1015.2
2025-01-27T22:00,9.6,8.6,288.0,12.9,2.2,35.0,20.0,95,0.0,5.7,1015.6
2025-01-27T23:00,10.8,9.7,274.0,16.1,2.4,29.0,19.7,96,0.0,2.4,1015.6
2025-01-28T00:00,11.3,10.4,267.0,18.9,2.6,24.0,19.7,94,0.0,0.3,1015.2
2025-01-28T01:00,13.8,13.1,280.0,20.8,2.6,20.0,19.4,95,0.0,0.9,1014.4
2025-01-28T02:00,15.5,14.8,300.0,22.2,2.6,16.0,19.2,96,0.0,1.8,1013.7
2025-01-28T03:00,17.5,17.0,307.0,23.3,2.7,13.0,19.0,98,0.0,2.1,1013.1
2025-01-28T04:00,19.2,18.8,285.0,24.5,3.0,9.0,19.3,98,0.0,2.1,1013.2
2025-01-28T05:00,20.3,20.0,251.0,25.3,3.5,5.0,19.6,98,0.0,1.9,1013.5
2025-01-28T06:00,21.4,21.1,230.0,24.2,4.1,10.0,19.6,98,0.0,1.7,1014.1
2025-01-28T07:00,18.0,17.8,241.0,19.4,5.2,31.0,19.9,97,0.0,3.1,1014.8
2025-01-28T08:00,12.6,12.3,267.0,12.6,6.5,61.0,20.7,93,0.0,3.2,1015.1
2025-01-28T09:00,6.5,6.2,279.0,5.8,5.5,81.0,22.7,82,0.0,5.2,1015.3
2025-01-28T10:00,5.4,5.2,260.0,5.3,4.4,88.0,25.1,77,0.1,4.7,1014.9
2025-01-28T11:00,6.6,6.6,228.0,4.7,2.8,98.0,26.6,68,0.1,6.2,1013.9
2025-01-28T12:00,6.7,6.6,210.0,4.1,1.6,103.0,24.5,80,6.9,8.7,1014.0
2025-01-28T13:00,6.6,6.3,222.0,3.5,1.2,99.0,22.7,91,9.7,4.9,1014.1
2025-01-28T14:00,6.7,5.9,248.0,2.9,1.3,90.0,23.1,87,0.3,5.6,1012.8
2025-01-28T15:00,6.8,5.9,265.0,2.9,1.4,83.0,25.2,76,0.0,6.9,1011.7
2025-01-28T16:00,7.1,6.2,258.0,3.8,1.4,80.0,25.6,74,0.1,0.2,1011.7
2025-01-28T17:00,6.6,5.9,243.0,5.3,1.5,79.0,23.4,85,1.4,3.8,1011.8
2025-01-28T18:00,7.0,6.4,240.0,6.7,1.6,74.0,22.0,96,2.2,4.7,1011.9
2025-01-28T19:00,6.8,6.3,267.0,8.1,1.6,63.0,21.4,98,0.1,8.2,1012.6
2025-01-28T20:00,7.3,6.8,306.0,9.5,1.6,49.0,20.8,98,1.8,4.5,1013.5
2025-01-28T21:00,10.2,9.9,329.0,13.6,1.9,35.0,20.9,99,0.1,5.5,1014.2
2025-01-28T22:00,9.4,9.1,320.0,12.6,1.9,33.0,20.9,97,0.3,5.2,1014.8
2025-01-28T23:00,8.9,8.5,295.0,11.3,1.8,31.0,20.6,98,0.1,4.8,1014.8
2025-01-29T00:00,8.5,8.1,270.0,10.6,1.8,28.0,20.4,98,0.3,3.8,1014.1
2025-01-29T01:00,7.9,7.6,248.0,11.1,1.8,24.0,20.3,98,0.5,4.2,1013.6
2025-01-29T02:00,7.4,7.2,226.0,12.1,1.9,20.0,20.3,98,0.7,3.2,1012.9
2025-01-29T03:00,7.9,7.7,211.0,13.0,2.0,17.0,20.2,98,2.2,2.9,1012.9
2025-01-29T04:00,8.7,8.6,207.0,13.7,2.1,14.0,20.0,98,0.4,4.0,1012.6
2025-01-29T05:00,9.5,9.4,211.0,14.1,2.3,11.0,19.9,98,0.2,3.3,1012.7
2025-01-29T06:00,10.0,9.9,220.0,13.4,2.4,16.0,19.7,98,0.1,5.2,1013.2
2025-01-29T07:00,8.8,8.7,238.0,10.5,2.4,34.0,20.3,96,0.0,6.0,1013.6
2025-01-29T08:00,9.4,9.3,261.0,6.4,2.3,60.0,20.7,96,0.1,5.5,1014.1
2025-01-29T09:00,5.8,5.7,274.0,3.6,2.0,72.0,22.1,89,0.1,5.0,1014.2
2025-01-29T10:00,5.4,5.4,266.0,3.2,1.8,76.0,25.2,79,0.2,3.5,1014.2
2025-01-29T11:00,5.5,5.4,249.0,2.8,1.6,82.0,26.1,73,0.3,2.0,1013.7
2025-01-29T12:00,6.2,5.8,242.0,2.5,1.5,86.0,23.1,89,3.5,5.3,1013.8
2025-01-29T13:00,6.9,6.1,258.0,2.4,1.5,86.0,23.3,84,3.8,6.1,1013.7
2025-01-29T14:00,7.6,6.5,284.0,2.6,1.7,84.0,22.4,90,1.3,3.7,1013.1
2025-01-29T15:00,8.6,7.5,299.0,3.4,1.8,81.0,23.3,87,0.7,1.3,1011.8
2025-01-29T16:00,9.4,8.3,290.0,5.5,2.0,75.0,24.4,78,0.2,3.1,1011.3
2025-01-29T17:00,9.6,8.6,269.0,8.2,2.2,68.0,24.1,78,0.1,3.9,1010.8
2025-01-29T18:00,9.0,8.4,255.0,9.8,2.3,62.0,22.3,87,0.5,8.8,1011.3
2025-01-29T19:00,7.9,7.2,256.0,9.2,2.1,59.0,21.6,90,0.2,6.1,1012.2
2025-01-29T20:00,6.6,6.0,264.0,7.6,1.9,58.0,21.1,92,0.2,7.9,1012.9
2025-01-29T21:00,11.1,10.7,270.0,13.8,2.9,49.0,20.6,96,0.1,3.2,1013.4
2025-01-29T22:00,5.2,5.1,273.0,13.0,2.8,45.0,20.4,99,0.3,7.9,1013.1
2025-01-29T23:00,4.6,4.5,274.0,12.0,2.7,39.0,20.2,99,0.5,6.9,1013.1
2025-01-30T00:00,3.2,3.2,273.0,11.2,2.6,34.0,20.2,97,0.1,3.7,1012.9
2025-01-30T01:00,4.5,4.5,267.0,11.0,2.7,31.0,20.1,98,0.4,2.7,1012.5
2025-01-30T02:00,6.1,6.0,260.0,11.1,2.9,30.0,20.0,99,0.9,3.1,1011.6
2025-01-30T03:00,5.4,5.4,258.0,11.4,3.1,28.0,20.0,99,1.0,4.0,1010.9
2025-01-30T04:00,5.6,5.6,270.0,12.1,3.1,23.0,20.1,99,0.6,2.0,1010.8
2025-01-30T05:00,7.5,7.4,287.0,13.0,3.0,18.0,20.2,98,0.4,1.3,1011.1
2025-01-30T06:00,7.2,7.2,297.0,13.0,3.2,21.0,20.2,97,0.8,2.7,1011.6
2025-01-30T07:00,10.0,9.9,291.0,11.5,4.2,41.0,20.8,96,1.3,4.1,1012.4
2025-01-30T08:00,13.2,13.2,277.0,9.3,5.4,70.0,21.1,95,0.8,5.9,1012.8
2025-01-30T09:00,9.7,9.7,263.0,9.7,4.5,60.0,21.7,93,0.5,6.3,1013.1
2025-01-30T10:00,10.9,10.9,251.0,8.3,4.2,71.0,24.1,82,0.1,7.1,1012.7
2025-01-30T11:00,10.9,10.9,240.0,6.4,3.7,86.0,25.9,71,0.3,13.3,1012.0
2025-01-30T12:00,10.1,10.1,235.0,5.1,3.4,95.0,23.4,87,8.0,11.3,1012.3
2025-01-30T13:00,9.7,9.7,237.0,5.1,3.2,93.0,23.6,83,2.0,6.8,1012.2
2025-01-30T14:00,9.1,9.0,244.0,5.8,3.2,86.0,24.9,78,0.3,6.4,1011.1
2025-01-30T15:00,9.4,9.3,256.0,6.5,3.2,82.0,24.0,82,0.3,2.2,1010.6
2025-01-30T16:00,10.0,9.9,275.0,7.0,3.5,86.0,23.2,85,5.6,10.5,1010.3
2025-01-30T17:00,10.4,10.3,300.0,7.4,3.8,92.0,21.5,97,3.0,3.1,1010.6
2025-01-30T18:00,9.5,9.4,324.0,8.2,3.9,92.0,21.2,95,0.9,9.2,1011.0
2025-01-30T19:00,9.7,9.7,351.0,9.4,3.4,80.0,20.4,99,0.9,4.1,1011.7
2025-01-30T20:00,9.1,9.1,376.0,10.9,2.7,63.0,20.2,98,1.7,3.2,1012.4
2025-01-30T21:00,17.8,17.6,386.0,17.7,4.0,47.0,20.0,98,0.4,4.0,1012.7
2025-01-30T22:00,15.6,15.5,367.0,17.5,4.0,46.0,20.0,99,0.5,3.2,1012.4
2025-01-30T23:00,10.1,10.1,332.0,17.1,3.9,45.0,20.0,98,2.5,2.0,1012.2
2025-01-31T00:00,4.6,4.6,301.0,16.5,3.8,44.0,19.9,98,2.7,6.0,1012.3
2025-01-31T01:00,3.6,3.6,284.0,15.6,3.7,42.0,19.8,98,1.5,5.2,1011.5
2025-01-31T02:00,3.9,3.9,272.0,14.6,3.5,39.0,19.7,98,0.6,4.8,1011.0
2025-01-31T03:00,4.9,4.9,259.0,13.6,3.3,36.0,19.7,98,0.6,5.4,1010.5
2025-01-31T04:00,3.9,3.9,238.0,12.9,3.0,31.0,19.6,98,0.4,6.9,1010.5
2025-01-31T05:00,4.4,4.4,216.0,12.2,2.6,25.0,19.6,98,2.0,4.6,1010.3
2025-01-31T06:00,4.6,4.6,204.0,11.1,2.4,27.0,19.7,97,3.8,5.6,1010.5
2025-01-31T07:00,5.7,5.7,214.0,9.1,2.5,42.0,19.8,96,2.2,10.2,1011.0
2025-01-31T08:00,6.4,6.4,235.0,6.6,2.8,64.0,21.0,92,2.6,12.2,1011.4
2025-01-31T09:00,4.8,4.8,246.0,6.8,3.3,66.0,20.6,97,1.8,10.7,1011.6
2025-01-31T10:00,5.5,5.5,235.0,5.5,3.1,80.0,21.9,97,0.7,7.2,1011.9
2025-01-31T11:00,6.2,6.2,215.0,3.8,2.9,99.0,22.8,90,0.3,8.1,1011.6
2025-01-31T12:00,6.0,6.0,201.0,2.9,2.7,109.0,23.4,82,0.2,10.7,1011.3
2025-01-31T13:00,5.6,5.6,201.0,3.4,2.5,102.0,23.3,82,0.5,11.8,1010.4
2025-01-31T14:00,5.7,5.5,209.0,4.7,2.2,87.0,24.0,83,0.4,8.3,1009.9
2025-01-31T15:00,6.0,5.8,219.0,6.0,2.1,75.0,25.6,75,0.1,10.4,1008.5
2025-01-31T16:00,6.3,6.1,231.0,6.9,2.3,72.0,21.7,90,2.5,2.8,1009.6
2025-01-31T17:00,6.2,6.1,246.0,7.9,2.6,71.0,21.7,90,0.4,1.9,1009.7
2025-01-31T18:00,6.4,6.3,264.0,9.0,2.8,68.0,20.5,97,2.2,2.0,1009.8
2025-01-31T19:00,7.7,7.6,289.0,10.6,2.8,57.0,20.0,98,1.5,0.9,1010.4
2025-01-31T20:00,8.2,8.1,318.0,12.5,2.8,43.0,20.2,97,1.1,0.7,1010.8
2025-01-31T21:00,12.2,12.0,333.0,13.3,2.3,33.0,20.2,98,0.5,6.8,1011.1
2025-01-31T22:00,10.2,10.1,324.0,13.3,2.2,29.0,19.9,100,1.6,4.5,1012.0
2025-01-31T23:00,10.3,10.2,303.0,13.2,2.1,23.0,20.0,99,1.0,4.5,1011.7
